Geneid mock_infected1_S1 mock_infected2_S5 mock_infected9_S9 IFNb_treated12_S12 IFNb_treated2_S8 IFNb_treated4_S4
ENSG00000040633 2532 2744 2250 2691 2531 2204
ENSG00000040731 2 1 0 0 1 0
ENSG00000040933 945 1093 984 813 1019 878
ENSG00000041353 215 247 174 783 610 457
ENSG00000041357 3806 2940 3099 6528 8314 7072
ENSG00000041515 1 2 3 3 1 6
ENSG00000041802 1562 1650 1279 1669 1721 1437
ENSG00000041880 1494 1695 1498 1616 3149 2603
ENSG00000041982 255129 291434 240495 234178 293093 221329
ENSG00000041988 538 594 499 745 787 684
ENSG00000042062 1391 1535 1140 2787 1690 1549
ENSG00000042088 734 718 674 585 627 455
ENSG00000042286 1147 1265 1088 1877 1436 1337
ENSG00000042304 0 0 0 0 0 0
ENSG00000042317 231 210 199 136 279 157
ENSG00000042429 837 786 753 1279 1178 912
ENSG00000042445 1954 2099 1729 1620 1974 1558
ENSG00000042493 2091 2517 2010 856 1772 1575
ENSG00000042753 4436 5210 4224 4613 4656 4480
ENSG00000042781 6 4 7 0 7 6
ENSG00000042813 0 0 0 0 0 0
ENSG00000042832 17 23 29 29 20 23
ENSG00000042980 39 36 29 68 83 40
ENSG00000043039 3 0 0 4 4 2
ENSG00000043093 611 564 537 736 872 614
ENSG00000043143 1959 2132 1769 4172 4278 3427
ENSG00000043355 0 2 0 7 0 3
ENSG00000043462 0 0 0 0 0 2
ENSG00000043514 373 360 346 326 389 294
ENSG00000043591 0 0 0 0 0 0
ENSG00000044012 0 0 0 0 0 0
ENSG00000044090 3365 3916 3039 2836 3240 2821
ENSG00000044115 16251 16562 14425 17427 24705 19666
ENSG00000044446 667 765 607 398 654 503
ENSG00000044459 570 546 472 503 803 570
ENSG00000044524 0 0 0 0 3 1
ENSG00000044574 30103 30133 27558 55046 52052 41984
ENSG00000046604 0 4 0 7 1 3
ENSG00000046647 338 309 267 212 280 198
ENSG00000046651 410 413 377 516 591 452
ENSG00000046653 77 81 72 330 134 96
ENSG00000046774 0 0 0 0 0 0
ENSG00000046889 23 7 12 1 27 23
ENSG00000047056 1210 1406 1090 1250 1361 1030
ENSG00000047188 800 778 654 662 902 657
ENSG00000047230 379 392 391 238 384 281
ENSG00000047249 1826 1738 1574 1557 1573 1385
ENSG00000047315 4321 3741 3583 3903 4102 3143
ENSG00000047346 817 773 667 881 1121 837
ENSG00000047365 1 0 0 0 0 1
ENSG00000047410 4940 4746 4210 4576 5845 4232
ENSG00000047457 2 0 1 16 10 13
ENSG00000047578 971 1191 910 887 1309 1005
ENSG00000047579 458 519 427 367 543 407
ENSG00000047597 3 2 2 2 3 3
ENSG00000047617 1 0 2 11 27 24
ENSG00000047621 884 656 701 856 1093 833
ENSG00000047634 560 561 496 864 847 622
ENSG00000047644 953 1111 913 867 967 823
ENSG00000047648 182 201 144 151 131 101
ENSG00000047662 0 1 0 0 0 0
ENSG00000047849 17745 20368 16023 13710 24476 17847
ENSG00000047932 1587 1577 1375 1752 2399 1714
ENSG00000047936 16 15 13 20 23 15
ENSG00000048028 1046 967 849 1802 2361 1730
ENSG00000048052 382 425 376 416 719 547
ENSG00000048140 2066 2284 1982 1571 2252 1883
ENSG00000048162 677 766 659 1019 700 657
ENSG00000048342 1061 1011 897 359 712 550
ENSG00000048392 1142 1082 896 913 1319 984
ENSG00000048405 541 547 456 671 807 526
ENSG00000048462 1 0 1 3 0 1
ENSG00000048471 2557 2742 2293 1905 2173 1794
ENSG00000048540 1 0 0 0 3 0
ENSG00000048544 1585 1545 1338 1416 1594 1252
ENSG00000048545 3 4 1 1 2 1
ENSG00000048649 1435 1414 1245 1691 2212 1548
ENSG00000048707 1866 1699 1695 1964 2176 1851
ENSG00000048740 651 717 516 352 600 454
ENSG00000048828 6831 7287 6120 6566 7426 5917
ENSG00000048991 1128 1201 1033 933 1201 821
ENSG00000049089 17 27 20 6 21 14
ENSG00000049130 2584 2228 2026 3311 5428 3818
ENSG00000049167 315 268 267 209 312 213
ENSG00000049192 853 783 792 2620 1713 1236
ENSG00000049239 5406 6133 4951 3150 5138 4273
ENSG00000049245 3863 3667 3327 3468 4869 3660
ENSG00000049246 643 752 589 106 813 518
ENSG00000049247 0 0 0 0 0 0
ENSG00000049249 0 0 0 0 0 0
ENSG00000049283 0 0 1 0 0 0
ENSG00000049323 7084 7564 6491 6580 8077 6010
ENSG00000049449 10696 11059 9297 14543 16889 13293
ENSG00000049540 8997 13137 9468 6456 12856 12531
ENSG00000049541 898 1003 862 736 776 711
ENSG00000049618 1816 1940 1613 1771 2229 1688
ENSG00000049656 3445 3629 3022 4522 4859 4230
ENSG00000049759 784 814 622 476 714 489
ENSG00000049768 4 2 0 7 4 4
ENSG00000049769 252 364 270 301 305 262
ENSG00000049860 10937 10465 9208 13502 15910 12379
ENSG00000049883 426 422 315 511 641 494
ENSG00000050030 0 0 0 0 0 0
ENSG00000050130 1358 1078 1165 1995 1826 1300
ENSG00000050165 36473 38166 34207 52639 58199 49930
ENSG00000050327 58 58 55 36 81 73
ENSG00000050344 311 274 241 899 1632 1093
ENSG00000050393 994 1026 1037 1019 907 718
ENSG00000050405 10495 10313 9094 11413 19292 13935
ENSG00000050426 859 832 777 730 1035 821
ENSG00000050438 557 589 537 383 570 392
ENSG00000050555 8 19 9 44 17 22
ENSG00000050628 542 641 516 472 700 521
ENSG00000050730 25 21 24 53 26 18
ENSG00000050748 1145 984 1001 832 1069 817
ENSG00000050767 0 0 0 0 0 0
ENSG00000050820 5029 6685 5170 5552 5363 4889
ENSG00000051009 716 795 634 641 749 617
ENSG00000051108 3891 3628 3459 2714 4363 3456
ENSG00000051128 1888 2314 1863 2249 1997 1944
ENSG00000051180 409 392 425 251 283 246
ENSG00000051341 385 369 311 219 320 209
ENSG00000051382 681 591 581 601 709 506
ENSG00000051523 2312 3447 2483 2569 2609 2604
ENSG00000051596 155 162 151 115 131 112
ENSG00000051620 1889 1896 1857 1941 2260 1825
ENSG00000051825 658 507 530 428 654 480
ENSG00000052126 1657 1571 1401 1311 2093 1424
ENSG00000052344 0 0 2 2 1 0
ENSG00000052723 851 831 729 977 1224 916
ENSG00000052749 952 979 859 1470 1179 1002
ENSG00000052795 952 964 906 772 1352 1008
ENSG00000052802 2384 2024 1903 4663 7388 4972
ENSG00000052841 2509 2375 2210 2969 3137 2438
ENSG00000052850 13 11 15 1 7 8
ENSG00000053108 1 2 2 0 1 0
ENSG00000053254 1573 1618 1183 1025 1181 890
ENSG00000053328 61 67 69 40 116 84
ENSG00000053371 1901 2156 1803 1243 1437 1315
ENSG00000053372 1428 1507 1286 1593 1255 1166
ENSG00000053438 0 0 1 0 0 0
ENSG00000053501 499 530 400 319 380 327
ENSG00000053524 2 5 6 1 9 4
ENSG00000053702 2 1 0 0 0 0
ENSG00000053747 4238 4210 3790 2703 4238 3250
ENSG00000053770 914 767 758 952 1299 931
ENSG00000053900 631 600 534 624 843 632
ENSG00000053918 0 0 0 0 0 0
ENSG00000054116 2450 2382 2144 2107 2255 1863
ENSG00000054118 4295 4895 4130 4459 5389 4334
ENSG00000054148 2221 2568 2190 1512 1727 1712
ENSG00000054179 0 0 0 0 2 0
ENSG00000054219 54 64 50 50 102 74
ENSG00000054267 1193 1008 987 1657 1947 1401
ENSG00000054277 621 656 535 517 1192 855
ENSG00000054282 910 833 787 937 968 790
ENSG00000054356 152 179 139 222 175 176
ENSG00000054392 252 300 262 204 382 335
ENSG00000054523 1950 1857 1610 1824 2222 1667
ENSG00000054598 696 766 702 600 1080 920
ENSG00000054611 924 1112 816 874 997 809
ENSG00000054654 347 301 296 120 253 186
ENSG00000054690 3 3 5 57 38 23
ENSG00000054793 2691 2744 2349 1535 2841 2148
ENSG00000054796 0 0 0 0 0 0
ENSG00000054803 0 0 0 0 0 0
ENSG00000054938 3 7 2 5 1 2
ENSG00000054965 2470 2655 2009 1447 1925 1517
ENSG00000054967 185 235 197 182 123 110
ENSG00000054983 755 656 616 610 688 546
ENSG00000055044 1797 1511 1458 2454 2129 1759
ENSG00000055070 7797 8868 7227 7977 9858 8286
ENSG00000055118 2 2 5 0 2 4
ENSG00000055130 2855 2661 2341 3042 3096 2454
ENSG00000055147 870 830 781 710 896 663
ENSG00000055163 397 414 335 97 232 138
ENSG00000055208 2613 2104 2234 3277 4076 2764
ENSG00000055211 2784 2499 2153 2998 3416 2593
ENSG00000055332 1802 1913 1572 11951 14214 9655
ENSG00000055483 1764 2207 1772 1941 1906 1545
ENSG00000055609 1556 1549 1299 1610 2200 1569
ENSG00000055732 142 92 103 59 118 94
ENSG00000055813 49 63 47 27 48 39
ENSG00000055917 2852 2432 2486 3068 3416 2599
ENSG00000055950 1596 1809 1498 1264 1416 1266
ENSG00000055955 3 4 3 10 13 6
ENSG00000055957 1 2 1 0 3 0
ENSG00000056050 570 468 497 398 587 425
ENSG00000056097 4053 3582 3502 4482 4752 3478
ENSG00000056277 149 147 128 182 239 172
ENSG00000056291 0 0 0 0 1 0
ENSG00000056487 0 2 0 3 0 2
ENSG00000056558 126 151 115 111 200 147
ENSG00000056586 1507 1280 1223 2071 2041 1548
ENSG00000056736 411 360 293 160 402 251
ENSG00000056972 1942 1861 1666 2884 2827 2217
ENSG00000056998 26 37 23 7 14 14
ENSG00000057019 8499 9058 8130 12160 11916 9112
ENSG00000057149 2 0 1 31 1 2
ENSG00000057252 1933 1741 1582 1948 2877 1982
ENSG00000057294 0 0 0 0 0 0
ENSG00000057468 2 2 0 0 1 0
ENSG00000057593 2 11 6 1 5 5
ENSG00000057608 8123 7553 7126 8886 10858 8613
ENSG00000057657 920 886 760 1223 945 739
ENSG00000057663 589 564 528 642 652 574
ENSG00000057704 2 6 1 7 3 3
ENSG00000057757 1223 1288 1230 862 997 833
ENSG00000057935 955 888 826 695 993 763
ENSG00000058056 776 828 647 484 518 422
ENSG00000058063 2090 1833 1711 1793 2290 1581
ENSG00000058085 30 30 26 106 45 30
ENSG00000058091 1256 1271 1064 1170 1338 976
ENSG00000058262 23232 24742 20827 26741 29512 24156
ENSG00000058272 3114 3063 2566 2946 4812 3195
ENSG00000058335 1 7 2 3 0 1
ENSG00000058404 4 8 2 4 3 3
ENSG00000058453 618 890 561 390 450 451
ENSG00000058600 986 1093 892 1113 994 811
ENSG00000058668 28142 28773 26080 24749 38607 29014
ENSG00000058673 3393 3657 2870 3277 4161 3144
ENSG00000058729 990 839 810 1311 1397 1052
ENSG00000058799 799 743 736 831 1141 1022
ENSG00000058804 780 652 683 676 704 486
ENSG00000058866 4 4 1 0 3 6
ENSG00000059122 1764 2341 1775 1470 1489 1443
ENSG00000059145 719 994 635 535 537 520
ENSG00000059377 6 4 18 4 6 1
ENSG00000059378 409 461 442 5802 6617 5193
ENSG00000059573 3890 4079 3604 3746 4800 3842
ENSG00000059588 338 369 308 249 290 215
ENSG00000059691 875 950 868 657 863 730
ENSG00000059728 278 295 256 343 374 310
ENSG00000059758 1254 1159 1124 3193 2200 1655
ENSG00000059769 352 305 287 452 430 324
ENSG00000059804 2115 2147 1736 2098 2428 1896
ENSG00000059915 32 59 21 21 25 22
ENSG00000060069 843 1148 821 994 938 956
ENSG00000060138 2909 4052 2790 3839 3909 2951
ENSG00000060140 18 18 10 36 40 31
ENSG00000060237 5248 5562 4732 4931 5965 4204
ENSG00000060303 0 2 0 0 0 0
ENSG00000060339 2852 2551 2334 3208 3396 2471
ENSG00000060491 1889 2649 1839 4818 4736 4319
ENSG00000060558 0 5 3 2 0 0
ENSG00000060566 1 1 0 0 1 3
ENSG00000060642 705 659 574 613 867 620
ENSG00000060656 1824 2027 1731 1385 2041 1883
ENSG00000060688 1273 1301 1157 1043 1353 1111
ENSG00000060709 0 1 0 0 4 1
ENSG00000060718 76 92 62 26 91 68
ENSG00000060749 1566 1393 1226 1262 1530 966
ENSG00000060762 549 525 525 399 521 377
ENSG00000060971 1421 1765 1336 1495 2024 1855
ENSG00000060982 1926 1760 1720 1955 3585 2456
ENSG00000061273 4906 6363 4585 4629 5942 4652
ENSG00000061337 59 93 85 23 67 50
ENSG00000061455 25 45 30 10 28 22
ENSG00000061492 0 0 0 0 0 0
ENSG00000061656 83 60 60 90 75 78
ENSG00000061676 6848 5628 5550 8072 9220 6405
ENSG00000061794 1268 1294 1160 1322 1386 1102
ENSG00000061918 330 287 264 199 363 237
ENSG00000061936 1280 1568 1130 1162 1555 1175
ENSG00000061938 1688 2180 1500 1017 1418 1334
ENSG00000061987 1637 1431 1512 1791 2221 1553
ENSG00000062038 20 28 8 0 11 13
ENSG00000062096 0 1 0 0 1 0
ENSG00000062194 1594 1455 1277 2731 3854 2817
ENSG00000062282 82 87 71 110 60 69
ENSG00000062370 177 176 164 166 284 184
ENSG00000062485 3564 3718 3135 2823 3766 2923
ENSG00000062524 918 1058 772 626 899 770
ENSG00000062582 89 112 83 199 93 76
ENSG00000062598 1869 1958 1666 3508 4758 3668
ENSG00000062650 2072 1771 1716 2086 2599 1889
ENSG00000062716 3297 3256 2812 3554 4148 2959
ENSG00000062725 1644 1360 1393 1819 2281 1705
ENSG00000062822 767 1007 835 517 573 528
ENSG00000063015 0 0 0 0 0 0
ENSG00000063046 7670 8310 6388 4597 5929 4382
ENSG00000063127 21 6 14 8 19 9
ENSG00000063169 540 899 542 577 748 618
ENSG00000063176 808 955 724 628 719 668
ENSG00000063177 11600 14738 11525 9177 9646 8952
ENSG00000063180 273 262 211 123 192 163
ENSG00000063241 1398 1761 1315 1813 1892 1891
ENSG00000063244 6404 7644 6061 6248 6597 5679
ENSG00000063245 4336 6839 4539 4142 4537 4088
ENSG00000063322 2013 2293 1909 1665 2514 2026
ENSG00000063438 5518 6622 5122 4859 6244 5233
ENSG00000063515 0 0 0 0 0 0
ENSG00000063587 935 987 807 897 1084 753
ENSG00000063601 1253 1305 1112 1258 1440 1058
ENSG00000063660 9033 11851 9129 5504 7604 6976
ENSG00000063761 233 274 265 271 309 255
ENSG00000063854 898 1082 801 868 756 638
ENSG00000063978 2552 2787 2397 2781 2808 2183
ENSG00000064012 491 558 405 787 1042 798
ENSG00000064042 1263 1249 1075 1104 1139 831
ENSG00000064102 985 897 929 839 1131 814
ENSG00000064115 2229 2169 2007 1802 2619 2017
ENSG00000064195 0 1 1 0 1 1
ENSG00000064199 245 289 211 161 215 181
ENSG00000064201 2 4 5 0 0 2
ENSG00000064205 274 341 247 178 327 302
ENSG00000064218 0 0 0 0 0 0
ENSG00000064225 5 4 3 2 4 4
ENSG00000064270 0 0 0 0 3 5
ENSG00000064300 2 1 3 0 0 6
ENSG00000064309 355 335 254 92 290 214
ENSG00000064313 1192 1085 985 1161 1477 1069
ENSG00000064393 1153 1275 1034 1606 1246 990
ENSG00000064419 2385 2370 2080 2286 2892 2280
ENSG00000064489 0 0 0 1 2 1
ENSG00000064490 776 1046 732 879 858 816
ENSG00000064545 644 693 518 365 437 442
ENSG00000064547 96 136 97 88 110 89
ENSG00000064601 26123 28366 23168 21127 29332 24915
ENSG00000064607 2680 3048 2394 2427 2770 2149
ENSG00000064651 419 416 378 350 383 269
ENSG00000064652 363 384 316 376 380 317
ENSG00000064655 1 1 0 1 1 1
ENSG00000064666 11980 15133 11370 6085 12437 9489
ENSG00000064687 360 416 333 167 267 227
ENSG00000064692 357 359 231 79 227 166
ENSG00000064703 673 611 550 730 805 587
ENSG00000064726 2818 2771 2490 2911 3220 2530
ENSG00000064763 626 606 580 862 1324 999
ENSG00000064787 5 8 2 18 14 6
ENSG00000064835 0 0 0 0 0 0
ENSG00000064886 87 89 82 69 101 79
ENSG00000064932 2963 3998 2751 2787 3172 3034
ENSG00000064933 355 292 348 373 523 313
ENSG00000064961 2468 3206 2331 1541 1978 1866
ENSG00000064989 14 13 17 11 33 15
ENSG00000064995 634 665 582 603 641 518
ENSG00000064999 832 945 703 762 963 794
ENSG00000065000 6181 7512 5853 6886 7770 6370
ENSG00000065029 781 881 716 482 739 593
ENSG00000065054 2276 3204 2178 4553 4632 4100
ENSG00000065057 371 449 348 204 242 268
ENSG00000065060 835 825 753 1654 2172 1600
ENSG00000065135 3958 3780 3427 3905 4966 3670
ENSG00000065150 9252 8254 8326 8208 9059 7036
ENSG00000065154 5340 5285 4798 4643 5268 4201
ENSG00000065183 1378 1224 1182 1361 1405 1048
ENSG00000065243 1610 1398 1347 1453 1984 1364
ENSG00000065268 1098 1523 1125 1016 996 1016
ENSG00000065308 12021 12295 10770 11722 14669 11254
ENSG00000065320 788 854 672 1087 1350 1302
ENSG00000065325 7 3 5 0 2 1
ENSG00000065328 455 450 464 276 283 236
ENSG00000065357 1672 1678 1326 844 1407 1012
ENSG00000065361 107 109 86 91 161 137
ENSG00000065371 0 0 1 0 1 0
ENSG00000065413 7 12 10 6 6 6
ENSG00000065427 4015 4058 3586 5207 6398 5329
ENSG00000065457 664 689 591 771 911 698
ENSG00000065485 3220 3598 3021 3757 4773 4004
ENSG00000065491 469 527 500 534 521 427
ENSG00000065518 1990 2275 1723 2023 2374 1883
ENSG00000065526 2590 2848 2448 3538 3516 2582
ENSG00000065534 32440 34116 29527 10244 29835 23006
ENSG00000065548 2105 1947 1706 2640 2991 2231
ENSG00000065559 975 850 894 887 1238 886
ENSG00000065600 242 242 201 401 259 175
ENSG00000065609 0 0 0 2 0 1
ENSG00000065613 2775 2641 2324 3130 3416 2498
ENSG00000065615 349 254 268 467 517 375
ENSG00000065618 13 18 6 22 11 11
ENSG00000065621 77 106 78 110 49 54
ENSG00000065665 211 229 184 170 243 173
ENSG00000065675 3 1 1 5 12 2
ENSG00000065717 45 73 54 28 37 23
ENSG00000065802 1819 2138 1737 1416 1237 1046
ENSG00000065809 1492 1435 1288 1213 1555 1268
ENSG00000065833 1650 1385 1406 1300 1606 1223
ENSG00000065882 1469 1573 1381 1315 1741 1381
ENSG00000065883 1431 1488 1314 1402 1596 1280
ENSG00000065911 2586 2569 2249 2071 2620 2038
ENSG00000065923 1565 1595 1347 1463 1607 1258
ENSG00000065970 1418 1716 1301 1108 1773 1300
ENSG00000065978 16959 18933 15448 13164 15086 12061
ENSG00000065989 1009 1244 880 746 1189 1034
ENSG00000066027 1677 1844 1547 1194 1765 1336
ENSG00000066032 1 3 4 1 1 0
ENSG00000066044 2201 2744 2157 2163 2387 1833
ENSG00000066056 19 7 6 7 9 9
ENSG00000066084 1442 1408 1327 2485 2328 1766
ENSG00000066117 2049 2249 1843 1866 2290 1917
ENSG00000066135 1710 1786 1551 1464 2019 1602
ENSG00000066136 925 1136 841 1032 1222 1017
ENSG00000066185 2 0 2 0 9 4
ENSG00000066230 3 0 1 0 0 1
ENSG00000066248 2 2 2 2 19 13
ENSG00000066279 1069 825 929 576 837 512
ENSG00000066294 0 0 0 0 0 0
ENSG00000066322 3950 4357 3831 4364 5263 4422
ENSG00000066336 1 0 2 1 2 0
ENSG00000066379 466 480 397 351 363 316
ENSG00000066382 0 0 0 0 0 0
ENSG00000066405 0 0 0 0 0 0
ENSG00000066422 821 733 797 789 913 686
ENSG00000066427 466 456 402 459 663 505
ENSG00000066455 2673 2577 2313 3060 3499 2811
ENSG00000066468 0 0 0 0 0 0
ENSG00000066557 382 361 324 443 478 336
ENSG00000066583 362 356 324 246 313 221
ENSG00000066629 3568 3501 3002 2832 3248 2592
ENSG00000066651 453 327 343 450 529 405
ENSG00000066654 920 915 726 979 1456 977
ENSG00000066697 1864 1954 1749 2122 2145 1659
ENSG00000066735 165 250 155 44 70 77
ENSG00000066739 1415 1393 1281 1173 1465 1089
ENSG00000066777 2100 1840 1841 2379 3100 2143
ENSG00000066813 0 0 0 0 0 0
ENSG00000066827 439 385 368 396 470 383
ENSG00000066855 590 645 491 548 471 371
ENSG00000066923 16 14 15 18 24 28
ENSG00000066926 973 1078 968 622 776 659
ENSG00000066933 1353 1232 1227 1039 1594 1077
ENSG00000067048 2031 1688 1626 3405 2386 1796
ENSG00000067057 2668 3315 2725 4814 4085 3619
ENSG00000067064 2164 2129 1757 3491 5265 3877
ENSG00000067066 3153 3101 2738 11409 13555 10009
ENSG00000067082 5447 5513 4796 9730 9327 7560
ENSG00000067113 1940 1897 1832 1195 4144 3420
ENSG00000067141 535 558 462 251 614 414
ENSG00000067167 6818 6067 5688 10520 12485 8983
ENSG00000067177 244 218 255 121 143 90
ENSG00000067182 6479 7659 5827 5208 7496 6281
ENSG00000067191 409 460 362 254 523 398
ENSG00000067208 945 905 745 708 842 585
ENSG00000067221 725 952 795 1091 1949 1779
ENSG00000067225 83991 94391 79913 102294 110906 94992
ENSG00000067248 2038 1678 1664 2185 2605 1831
ENSG00000067334 1743 1515 1483 2111 2356 1768
ENSG00000067365 622 677 557 438 576 451
ENSG00000067369 3868 3863 3299 2788 4195 3270
ENSG00000067445 891 877 716 479 858 640
ENSG00000067533 675 611 576 739 780 557
ENSG00000067560 18553 21781 16895 14847 20538 14874
ENSG00000067596 2178 2194 1850 2274 2667 2126
ENSG00000067601 12 21 13 7 11 9
ENSG00000067606 52 44 48 18 16 20
ENSG00000067646 558 446 430 654 665 473
ENSG00000067704 4399 4053 3910 3557 4475 3409
ENSG00000067715 175 149 168 108 377 264
ENSG00000067798 1975 1860 1776 4036 3491 2593
ENSG00000067829 1537 1864 1481 1507 1854 1542
ENSG00000067836 448 512 499 109 311 283
ENSG00000067840 27 25 11 11 21 16
ENSG00000067842 2 1 0 0 0 0
ENSG00000067900 2785 2436 2349 2835 3257 2292
ENSG00000067955 968 1157 962 1055 1156 918
ENSG00000067992 54 54 69 122 40 39
ENSG00000068001 1398 1655 1341 1124 1425 1309
ENSG00000068024 516 569 432 342 512 412
ENSG00000068028 2121 2408 2035 1739 1828 1758
ENSG00000068078 32 54 49 20 17 25
ENSG00000068079 739 895 616 11991 14058 14069
ENSG00000068097 777 785 697 676 920 691
ENSG00000068120 1928 2311 1781 2454 2636 2144
ENSG00000068137 725 1029 693 539 670 681
ENSG00000068305 1697 1686 1403 1295 2170 1491
ENSG00000068308 2046 2562 1940 2303 2828 2427
ENSG00000068323 4938 6091 4418 5457 6294 5310
ENSG00000068354 646 661 601 624 705 535
ENSG00000068366 4429 4276 3759 11527 6645 4956
ENSG00000068383 1357 1529 1233 926 1361 1096
ENSG00000068394 704 819 645 747 933 804
ENSG00000068400 1097 1201 1045 1490 1627 1405
ENSG00000068438 1225 1358 1114 1310 1228 1041
ENSG00000068489 724 751 649 309 374 302
ENSG00000068615 0 0 0 0 0 0
ENSG00000068650 800 885 710 756 653 449
ENSG00000068654 2140 2170 1863 2504 2580 2035
ENSG00000068697 14964 13471 12026 20409 26662 20426
ENSG00000068724 2311 2647 2186 2161 3051 2739
ENSG00000068745 1471 1609 1241 1495 1614 1325
ENSG00000068781 0 0 0 0 1 0
ENSG00000068784 524 473 488 393 549 379
ENSG00000068796 1113 1067 932 1062 1314 905
ENSG00000068831 22 26 15 11 20 13
ENSG00000068878 3070 2545 2581 3328 3806 2927
ENSG00000068885 992 795 658 387 683 512
ENSG00000068903 1875 2070 1630 878 1341 1051
ENSG00000068912 3658 3502 3034 5839 5732 4501
ENSG00000068971 1003 1282 956 1054 921 853
ENSG00000068976 3 0 6 1 2 2
ENSG00000068985 0 0 0 0 0 0
ENSG00000069011 761 1089 845 523 808 803
ENSG00000069018 0 0 0 0 0 0
ENSG00000069020 575 594 471 502 661 528
ENSG00000069122 0 0 0 0 0 0
ENSG00000069188 7 3 9 20 35 34
ENSG00000069206 0 0 0 0 0 0
ENSG00000069248 1657 1476 1372 1235 1812 1342
ENSG00000069275 8767 8337 7166 5375 8637 6441
ENSG00000069329 4430 3882 3540 3610 5204 3806
ENSG00000069345 2390 2286 2046 2588 2832 2313
ENSG00000069399 793 1195 797 631 925 845
ENSG00000069424 409 450 409 192 280 242
ENSG00000069431 239 220 233 102 277 208
ENSG00000069482 596 749 573 1071 1045 906
ENSG00000069493 91 64 63 83 91 46
ENSG00000069509 321 214 223 316 373 307
ENSG00000069535 0 0 0 0 0 0
ENSG00000069667 265 248 234 347 349 263
ENSG00000069696 2 9 2 4 6 4
ENSG00000069702 1818 1896 1551 1604 2124 1516
ENSG00000069712 0 0 0 0 0 0
ENSG00000069764 0 0 0 0 0 0
ENSG00000069812 1 1 1 2 11 4
ENSG00000069849 6902 6894 6312 12773 10290 8142
ENSG00000069869 1690 1497 1517 1939 2060 1412
ENSG00000069943 307 288 254 355 517 328
ENSG00000069956 2580 2151 2071 3283 3372 2571
ENSG00000069966 1173 1267 1042 737 961 803
ENSG00000069974 513 488 454 519 506 403
ENSG00000069998 836 1039 770 893 790 704
ENSG00000070010 1949 2129 1912 2048 1896 1641
ENSG00000070018 1211 1109 1056 750 1029 722
ENSG00000070019 1 0 0 0 0 0
ENSG00000070031 0 0 0 0 0 0
ENSG00000070047 1894 2425 1895 1992 2051 1818
ENSG00000070061 1912 1882 1567 1334 1652 1229
ENSG00000070081 5419 4500 4431 7923 8154 6266
ENSG00000070087 3923 3875 3398 3522 4511 3306
ENSG00000070159 16 10 7 12 6 14
ENSG00000070182 2 4 4 5 6 3
ENSG00000070190 0 0 0 0 3 0
ENSG00000070193 7 8 11 6 23 10
ENSG00000070214 2615 2418 2104 3304 3910 2874
ENSG00000070269 570 542 475 523 833 579
ENSG00000070366 2114 2521 2085 1767 2671 2185
ENSG00000070367 1958 1653 1617 1881 2362 1752
ENSG00000070371 198 182 211 96 123 124
ENSG00000070388 11 14 8 1 2 2
ENSG00000070404 1126 1481 1242 1133 941 751
ENSG00000070413 3474 4170 3131 2613 3425 3049
ENSG00000070423 881 1141 853 1220 800 828
ENSG00000070444 1343 1878 1126 985 1455 1240
ENSG00000070476 503 553 479 540 607 414
ENSG00000070495 764 808 717 776 732 681
ENSG00000070501 289 268 252 156 265 213
ENSG00000070526 0 0 0 0 0 0
ENSG00000070540 3755 3821 3389 3858 4375 3572
ENSG00000070601 2 6 1 1 1 1
ENSG00000070610 1163 1294 946 1378 1297 1009
ENSG00000070614 8747 9454 7889 7575 9235 7991
ENSG00000070669 1100 987 874 369 1180 894
ENSG00000070718 1022 1083 909 901 1184 930
ENSG00000070729 0 0 9 3 1 1
