Geneid mock_infected1_S1 mock_infected2_S5 mock_infected9_S9 IFNb_treated12_S12 IFNb_treated2_S8 IFNb_treated4_S4
ENSG00000249383 0 0 0 0 0 0
ENSG00000249386 0 0 0 0 0 0
ENSG00000249387 0 0 0 0 0 0
ENSG00000249388 0 0 1 0 0 1
ENSG00000249392 0 0 0 0 0 0
ENSG00000249395 0 0 0 1 0 0
ENSG00000249396 0 0 0 0 0 0
ENSG00000249400 0 0 0 0 0 0
ENSG00000249403 0 0 0 0 0 0
ENSG00000249404 0 0 0 0 0 0
ENSG00000249405 0 0 0 0 0 0
ENSG00000249406 8 9 10 8 8 12
ENSG00000249407 0 0 0 0 0 0
ENSG00000249409 0 0 0 0 0 0
ENSG00000249410 0 0 0 0 0 0
ENSG00000249411 0 0 0 0 0 0
ENSG00000249412 0 0 0 0 0 0
ENSG00000249413 0 0 0 0 0 0
ENSG00000249416 0 0 0 0 0 0
ENSG00000249417 0 3 2 0 1 0
ENSG00000249418 0 0 0 0 0 0
ENSG00000249419 0 0 0 0 0 0
ENSG00000249421 3 7 1 0 0 0
ENSG00000249423 0 0 0 0 0 0
ENSG00000249425 0 0 0 0 0 0
ENSG00000249426 0 0 0 0 0 0
ENSG00000249427 0 0 0 0 0 0
ENSG00000249429 0 0 0 0 0 0
ENSG00000249433 0 0 0 0 0 0
ENSG00000249435 0 0 0 0 0 0
ENSG00000249436 0 0 0 0 0 0
ENSG00000249437 0 0 0 0 0 0
ENSG00000249438 0 0 0 0 0 0
ENSG00000249439 0 0 0 0 0 0
ENSG00000249441 0 0 0 0 0 0
ENSG00000249443 0 0 0 0 0 0
ENSG00000249444 0 0 0 0 0 0
ENSG00000249446 0 0 0 0 0 0
ENSG00000249448 0 0 0 0 0 0
ENSG00000249449 0 0 0 0 0 0
ENSG00000249451 0 0 0 0 0 0
ENSG00000249452 0 0 0 0 0 0
ENSG00000249453 0 0 0 0 0 0
ENSG00000249454 0 0 0 0 0 0
ENSG00000249456 4 9 11 9 6 8
ENSG00000249458 0 0 0 0 0 0
ENSG00000249459 26 40 23 17 31 25
ENSG00000249460 0 0 0 0 0 0
ENSG00000249462 0 0 0 0 0 0
ENSG00000249463 0 0 0 0 0 0
ENSG00000249464 6 1 2 2 3 2
ENSG00000249465 3 7 3 2 6 2
ENSG00000249467 0 0 0 0 0 0
ENSG00000249471 179 203 154 161 159 155
ENSG00000249472 0 0 0 0 0 0
ENSG00000249474 0 0 0 0 0 0
ENSG00000249476 13 7 6 4 7 1
ENSG00000249478 1 0 0 0 0 0
ENSG00000249479 0 0 0 0 0 0
ENSG00000249481 0 0 0 0 0 0
ENSG00000249482 0 0 0 0 0 0
ENSG00000249483 0 0 0 0 0 0
ENSG00000249484 0 0 0 0 0 0
ENSG00000249485 70 58 66 73 50 56
ENSG00000249486 0 0 0 0 0 0
ENSG00000249487 0 0 0 0 0 0
ENSG00000249488 0 0 0 0 0 0
ENSG00000249489 2 1 1 0 1 2
ENSG00000249490 0 0 0 0 0 0
ENSG00000249491 0 0 0 0 0 0
ENSG00000249492 2 0 1 0 2 1
ENSG00000249493 2 0 0 0 0 1
ENSG00000249494 3 2 0 0 0 0
ENSG00000249495 0 0 0 0 0 0
ENSG00000249497 0 0 0 0 0 0
ENSG00000249500 0 0 0 0 0 0
ENSG00000249501 0 0 0 0 0 0
ENSG00000249502 2 1 1 0 0 1
ENSG00000249503 0 0 0 0 0 0
ENSG00000249504 0 0 0 0 0 0
ENSG00000249505 0 0 0 0 0 0
ENSG00000249506 0 0 0 0 1 0
ENSG00000249509 0 0 0 0 0 1
ENSG00000249510 0 0 0 0 0 0
ENSG00000249513 0 0 0 0 0 0
ENSG00000249514 0 0 0 0 0 0
ENSG00000249515 0 0 0 0 0 0
ENSG00000249516 0 0 0 0 0 0
ENSG00000249518 0 0 0 0 0 0
ENSG00000249519 0 0 0 0 0 0
ENSG00000249520 0 0 0 0 0 0
ENSG00000249521 0 0 0 0 0 0
ENSG00000249522 0 0 0 0 0 0
ENSG00000249525 0 0 0 0 0 0
ENSG00000249526 0 0 0 2 0 1
ENSG00000249531 0 0 0 0 0 0
ENSG00000249532 4 0 1 0 0 0
ENSG00000249534 0 0 0 0 0 0
ENSG00000249539 0 0 0 0 0 0
ENSG00000249540 0 0 0 0 0 0
ENSG00000249541 2 3 2 0 1 3
ENSG00000249542 0 0 0 0 0 0
ENSG00000249545 0 0 0 0 0 0
ENSG00000249547 0 0 0 0 0 0
ENSG00000249550 0 0 1 0 1 0
ENSG00000249551 0 0 0 0 0 0
ENSG00000249553 0 0 0 0 0 0
ENSG00000249555 0 0 0 0 0 0
ENSG00000249557 0 0 0 0 0 0
ENSG00000249558 0 0 0 0 0 0
ENSG00000249562 0 0 0 0 0 0
ENSG00000249563 0 0 0 0 0 0
ENSG00000249564 0 0 0 0 0 0
ENSG00000249565 239 257 186 192 222 150
ENSG00000249568 0 0 0 1 0 0
ENSG00000249572 11 6 7 4 9 5
ENSG00000249574 0 0 0 0 1 0
ENSG00000249577 0 0 0 0 0 0
ENSG00000249579 0 0 0 0 0 0
ENSG00000249580 0 0 0 0 0 0
ENSG00000249581 0 0 0 0 0 0
ENSG00000249582 0 0 0 0 0 1
ENSG00000249584 0 0 0 0 0 0
ENSG00000249588 0 0 0 0 0 0
ENSG00000249590 0 0 0 0 0 0
ENSG00000249592 33 47 24 24 33 19
ENSG00000249593 4 0 0 0 0 0
ENSG00000249599 0 0 0 0 0 0
ENSG00000249600 0 0 0 0 0 0
ENSG00000249601 0 0 0 0 0 0
ENSG00000249602 0 2 0 0 0 2
ENSG00000249604 0 0 1 0 0 0
ENSG00000249605 0 0 0 0 0 0
ENSG00000249606 0 0 0 0 0 0
ENSG00000249607 0 0 0 0 0 0
ENSG00000249609 0 0 0 0 0 0
ENSG00000249610 0 0 0 0 0 0
ENSG00000249613 0 0 0 0 0 0
ENSG00000249614 0 0 0 0 0 0
ENSG00000249616 0 0 0 0 0 0
ENSG00000249617 4 2 0 2 6 1
ENSG00000249618 0 0 0 0 0 0
ENSG00000249619 9 1 6 14 11 15
ENSG00000249620 0 0 0 0 0 0
ENSG00000249621 0 0 0 0 0 0
ENSG00000249623 0 0 0 0 0 0
ENSG00000249624 0 0 0 0 0 0
ENSG00000249626 0 0 1 0 0 0
ENSG00000249627 0 0 0 0 0 0
ENSG00000249628 0 0 1 1 1 2
ENSG00000249631 0 0 0 0 0 0
ENSG00000249633 0 0 1 0 0 0
ENSG00000249634 0 0 0 0 0 0
ENSG00000249635 1 2 0 0 6 4
ENSG00000249637 4 4 2 2 1 8
ENSG00000249638 0 0 0 0 0 0
ENSG00000249639 6 3 6 0 1 4
ENSG00000249641 1 0 0 1 0 3
ENSG00000249642 0 0 0 0 0 0
ENSG00000249645 0 0 0 0 0 0
ENSG00000249646 0 0 0 0 0 0
ENSG00000249647 0 0 0 0 0 0
ENSG00000249649 0 0 0 0 0 0
ENSG00000249650 0 0 0 0 0 1
ENSG00000249654 0 0 0 0 0 0
ENSG00000249655 0 0 0 2 1 3
ENSG00000249658 0 0 0 0 0 0
ENSG00000249661 0 1 0 1 1 2
ENSG00000249662 0 0 0 0 0 0
ENSG00000249664 0 0 0 0 0 0
ENSG00000249666 0 0 0 0 0 0
ENSG00000249667 0 0 0 0 0 0
ENSG00000249668 1 1 1 0 1 0
ENSG00000249669 359 429 320 160 497 226
ENSG00000249673 457 578 420 219 360 332
ENSG00000249675 0 0 0 0 0 0
ENSG00000249678 0 0 0 0 0 0
ENSG00000249679 0 3 0 1 1 3
ENSG00000249680 0 0 0 0 0 0
ENSG00000249681 0 0 0 0 0 0
ENSG00000249684 30 37 42 6 20 20
ENSG00000249685 21 10 9 24 18 13
ENSG00000249686 0 0 0 0 0 0
ENSG00000249688 0 0 0 0 0 0
ENSG00000249689 0 0 0 0 0 0
ENSG00000249690 0 0 0 0 0 0
ENSG00000249691 0 0 0 0 0 0
ENSG00000249692 0 0 0 0 0 0
ENSG00000249693 1 0 0 2 3 3
ENSG00000249695 0 0 0 0 0 0
ENSG00000249697 0 0 0 0 0 0
ENSG00000249698 0 0 0 0 0 0
ENSG00000249699 1 0 0 2 4 0
ENSG00000249700 13 5 8 9 10 7
ENSG00000249706 1 0 1 2 0 2
ENSG00000249708 0 0 0 0 0 0
ENSG00000249709 3 2 3 4 3 4
ENSG00000249710 0 0 0 0 0 0
ENSG00000249713 0 0 0 2 0 0
ENSG00000249715 28 26 20 13 26 24
ENSG00000249717 0 0 0 0 0 0
ENSG00000249721 0 0 0 0 0 0
ENSG00000249722 0 0 0 0 0 0
ENSG00000249725 0 0 0 0 0 0
ENSG00000249726 0 0 0 0 0 0
ENSG00000249727 0 0 0 0 0 0
ENSG00000249729 0 0 0 0 0 0
ENSG00000249730 0 0 0 0 0 0
ENSG00000249731 0 0 0 0 0 0
ENSG00000249734 0 0 0 0 0 0
ENSG00000249735 0 0 0 0 0 0
ENSG00000249736 0 0 0 0 0 0
ENSG00000249737 0 0 0 0 0 0
ENSG00000249738 0 2 3 0 1 2
ENSG00000249740 14 12 5 12 17 10
ENSG00000249741 42 35 49 48 55 32
ENSG00000249742 0 0 0 0 0 0
ENSG00000249743 0 0 0 0 0 0
ENSG00000249744 0 0 0 0 1 0
ENSG00000249745 0 0 0 0 0 0
ENSG00000249746 0 0 0 0 0 0
ENSG00000249747 0 0 0 0 0 0
ENSG00000249748 0 0 0 0 0 0
ENSG00000249751 2 3 3 2 1 1
ENSG00000249752 0 0 0 0 0 0
ENSG00000249753 0 0 0 0 0 0
ENSG00000249754 0 0 0 0 0 0
ENSG00000249755 3 1 0 2 2 0
ENSG00000249761 0 0 0 0 0 0
ENSG00000249763 0 0 0 0 0 0
ENSG00000249764 0 0 0 0 0 0
ENSG00000249766 0 0 0 0 0 0
ENSG00000249767 0 0 0 0 0 0
ENSG00000249768 0 0 0 0 0 0
ENSG00000249770 0 0 0 0 0 0
ENSG00000249771 0 0 0 0 0 0
ENSG00000249772 2 0 1 0 0 0
ENSG00000249773 0 0 0 0 0 0
ENSG00000249774 0 0 0 0 1 0
ENSG00000249776 3 4 3 0 6 1
ENSG00000249777 0 0 0 0 0 0
ENSG00000249778 0 0 0 0 0 0
ENSG00000249779 0 0 0 0 0 0
ENSG00000249780 0 0 0 0 0 0
ENSG00000249781 0 0 1 0 1 1
ENSG00000249782 0 0 0 0 0 0
ENSG00000249784 0 1 2 1 1 0
ENSG00000249785 0 0 0 0 0 0
ENSG00000249786 0 1 0 0 0 0
ENSG00000249787 0 0 0 0 0 0
ENSG00000249790 1 0 0 1 2 3
ENSG00000249791 0 0 0 0 0 0
ENSG00000249792 0 0 0 0 0 0
ENSG00000249795 0 0 0 0 0 0
ENSG00000249797 0 0 0 0 0 0
ENSG00000249798 0 0 0 0 0 0
ENSG00000249799 0 0 0 0 1 0
ENSG00000249803 21 21 20 14 26 16
ENSG00000249806 0 0 0 0 0 0
ENSG00000249807 0 0 0 0 0 0
ENSG00000249808 0 0 0 0 0 0
ENSG00000249811 0 0 0 0 0 0
ENSG00000249815 0 0 0 0 0 0
ENSG00000249816 0 0 0 0 0 1
ENSG00000249818 0 0 0 0 0 0
ENSG00000249819 0 0 0 0 0 0
ENSG00000249820 0 0 0 0 0 0
ENSG00000249825 0 2 2 2 2 0
ENSG00000249828 0 0 0 0 0 0
ENSG00000249829 0 0 0 0 0 0
ENSG00000249830 0 0 0 0 0 0
ENSG00000249831 0 0 0 0 0 0
ENSG00000249833 0 0 0 0 0 0
ENSG00000249834 0 0 0 0 0 0
ENSG00000249835 1 0 0 0 0 1
ENSG00000249837 0 0 0 0 0 0
ENSG00000249838 0 0 0 0 0 0
ENSG00000249839 2 2 0 3 2 0
ENSG00000249840 0 0 0 0 0 0
ENSG00000249842 0 0 0 0 0 0
ENSG00000249843 0 0 0 0 0 0
ENSG00000249844 0 0 0 0 0 0
ENSG00000249846 17 16 10 8 15 12
ENSG00000249847 0 0 0 0 0 0
ENSG00000249848 0 0 0 0 0 0
ENSG00000249849 0 0 0 0 0 0
ENSG00000249850 2 0 1 0 2 0
ENSG00000249851 0 0 0 0 0 0
ENSG00000249852 1 1 0 1 6 3
ENSG00000249853 0 0 0 0 0 0
ENSG00000249854 0 0 0 0 0 0
ENSG00000249855 53 48 35 27 26 34
ENSG00000249856 1 0 0 2 0 2
ENSG00000249857 0 0 0 0 0 0
ENSG00000249858 0 0 0 1 1 3
ENSG00000249859 205 181 156 232 189 156
ENSG00000249860 0 0 0 0 0 0
ENSG00000249861 0 0 0 0 0 0
ENSG00000249863 3 5 4 3 4 0
ENSG00000249865 0 0 0 0 0 0
ENSG00000249866 0 0 0 0 0 0
ENSG00000249867 0 0 0 0 0 0
ENSG00000249868 0 0 0 0 0 0
ENSG00000249869 0 0 0 0 0 0
ENSG00000249870 0 0 0 0 0 0
ENSG00000249873 0 0 0 0 0 0
ENSG00000249875 0 0 0 0 0 0
ENSG00000249876 0 0 0 0 0 0
ENSG00000249877 0 0 0 0 0 0
ENSG00000249878 0 0 0 0 0 0
ENSG00000249881 0 0 0 0 0 0
ENSG00000249882 0 0 0 0 0 0
ENSG00000249883 0 0 0 0 0 0
ENSG00000249884 2 0 0 1 0 0
ENSG00000249885 0 0 0 0 0 0
ENSG00000249887 0 0 0 0 0 0
ENSG00000249888 0 0 0 0 0 0
ENSG00000249889 0 0 0 0 0 0
ENSG00000249890 0 0 0 0 0 0
ENSG00000249891 0 0 0 0 0 0
ENSG00000249892 0 0 0 0 0 0
ENSG00000249893 0 0 0 0 0 0
ENSG00000249894 0 0 0 0 0 0
ENSG00000249896 0 0 0 0 0 0
ENSG00000249898 3 7 5 2 4 3
ENSG00000249899 1 3 0 9 5 1
ENSG00000249901 0 0 0 0 0 4
ENSG00000249904 0 0 0 0 0 0
ENSG00000249906 0 0 0 0 0 0
ENSG00000249908 0 0 0 0 1 1
ENSG00000249909 0 0 0 0 0 0
ENSG00000249910 0 0 0 0 0 0
ENSG00000249912 0 0 0 0 0 0
ENSG00000249915 2408 2566 2291 2762 3045 2601
ENSG00000249916 0 0 0 0 0 0
ENSG00000249917 2 7 2 2 3 1
ENSG00000249919 0 0 0 0 0 0
ENSG00000249920 0 1 0 1 2 0
ENSG00000249921 0 0 1 2 0 1
ENSG00000249923 0 3 0 1 0 0
ENSG00000249924 0 0 0 0 0 0
ENSG00000249926 0 0 0 0 0 0
ENSG00000249927 0 0 0 0 0 0
ENSG00000249928 0 0 0 0 0 0
ENSG00000249930 0 0 0 0 0 0
ENSG00000249931 0 0 0 4 0 0
ENSG00000249934 0 0 0 0 0 0
ENSG00000249936 82 81 60 68 87 82
ENSG00000249937 0 0 0 0 0 0
ENSG00000249941 0 0 0 0 0 0
ENSG00000249942 1 0 0 0 0 0
ENSG00000249943 0 0 0 0 0 0
ENSG00000249944 0 0 0 0 0 0
ENSG00000249945 0 0 0 0 0 0
ENSG00000249947 0 2 2 2 2 0
ENSG00000249948 0 0 0 0 0 0
ENSG00000249950 0 0 0 0 0 0
ENSG00000249951 0 0 0 0 0 0
ENSG00000249955 0 0 0 0 0 0
ENSG00000249956 0 0 0 0 0 0
ENSG00000249958 1 0 0 0 0 0
ENSG00000249959 1 0 0 2 0 3
ENSG00000249960 1 0 0 0 0 0
ENSG00000249961 0 1 0 1 2 3
ENSG00000249962 0 0 0 0 0 0
ENSG00000249963 0 0 0 0 0 0
ENSG00000249965 0 0 0 0 2 0
ENSG00000249966 0 0 0 0 0 0
ENSG00000249967 0 0 0 0 0 0
ENSG00000249970 0 0 0 0 0 0
ENSG00000249971 0 0 0 0 0 0
ENSG00000249973 0 0 0 0 0 0
ENSG00000249975 0 0 0 0 0 0
ENSG00000249976 0 0 0 0 0 0
ENSG00000249977 0 0 0 0 0 0
ENSG00000249978 2 6 5 3 7 2
ENSG00000249981 0 0 0 0 0 0
ENSG00000249982 0 0 0 0 0 0
ENSG00000249984 1 2 0 0 0 0
ENSG00000249985 0 0 0 0 0 0
ENSG00000249986 36 34 34 20 41 37
ENSG00000249987 0 0 0 0 0 0
ENSG00000249988 3 0 0 0 0 6
ENSG00000249990 0 0 0 0 0 0
ENSG00000249992 5286 7845 6662 24978 5929 5067
ENSG00000249993 0 0 0 0 0 0
ENSG00000249994 0 0 0 0 0 0
ENSG00000249995 0 0 0 0 0 0
ENSG00000249996 2 13 8 14 8 16
ENSG00000249997 0 0 0 0 0 0
ENSG00000249998 0 0 0 0 0 0
ENSG00000250001 1 0 0 0 0 1
ENSG00000250003 0 0 0 0 0 0
ENSG00000250006 0 0 0 0 0 0
ENSG00000250007 0 0 0 0 0 0
ENSG00000250011 0 0 0 2 0 1
ENSG00000250012 1 2 4 0 3 0
ENSG00000250013 0 0 0 0 0 0
ENSG00000250015 0 0 0 0 0 0
ENSG00000250016 0 0 0 0 0 0
ENSG00000250017 0 0 0 0 0 0
ENSG00000250020 0 0 0 0 0 0
ENSG00000250021 0 0 0 0 0 0
ENSG00000250024 0 0 0 0 0 0
ENSG00000250025 0 0 0 0 0 0
ENSG00000250026 0 0 0 0 0 0
ENSG00000250027 0 0 0 0 0 0
ENSG00000250030 0 0 0 0 0 1
ENSG00000250031 0 0 0 0 0 0
ENSG00000250032 0 0 0 0 0 0
ENSG00000250033 3 1 2 2 4 4
ENSG00000250034 0 0 0 0 0 0
ENSG00000250036 0 0 0 0 0 0
ENSG00000250037 0 0 0 0 0 0
ENSG00000250038 0 0 0 1 0 0
ENSG00000250039 0 0 0 0 0 0
ENSG00000250040 0 0 0 0 0 0
ENSG00000250041 8 13 20 1 9 9
ENSG00000250042 0 0 0 0 0 0
ENSG00000250043 0 0 0 0 0 0
ENSG00000250045 0 0 0 0 0 0
ENSG00000250046 0 0 0 0 0 0
ENSG00000250048 0 0 0 0 0 0
ENSG00000250049 3 3 7 0 2 4
ENSG00000250050 0 0 0 0 0 0
ENSG00000250053 0 0 0 0 0 0
ENSG00000250055 0 0 0 0 0 0
ENSG00000250056 0 0 0 13 4 10
ENSG00000250057 0 1 1 0 0 0
ENSG00000250060 0 0 0 0 0 0
ENSG00000250061 0 1 0 0 0 0
ENSG00000250062 0 1 1 5 3 2
ENSG00000250064 0 0 0 2 0 0
ENSG00000250066 0 0 0 0 0 0
ENSG00000250067 88 118 75 77 109 53
ENSG00000250068 0 0 0 0 0 0
ENSG00000250069 0 0 0 0 0 0
ENSG00000250071 2 3 2 0 1 0
ENSG00000250072 1 4 0 1 2 1
ENSG00000250073 0 0 0 0 1 0
ENSG00000250074 0 0 0 0 0 0
ENSG00000250075 0 2 0 2 1 0
ENSG00000250076 0 0 0 0 0 0
ENSG00000250078 0 0 0 0 0 0
ENSG00000250079 0 0 0 0 0 0
ENSG00000250080 0 0 0 0 0 0
ENSG00000250081 0 1 1 2 1 2
ENSG00000250082 0 0 0 0 0 0
ENSG00000250084 0 0 0 0 0 0
ENSG00000250088 0 0 0 0 0 0
ENSG00000250090 0 0 0 0 0 0
ENSG00000250091 21 32 26 8 14 17
ENSG00000250092 0 0 0 0 0 0
ENSG00000250095 0 0 0 0 0 0
ENSG00000250098 0 0 0 0 0 0
ENSG00000250099 0 0 0 0 0 0
ENSG00000250100 0 0 0 0 0 0
ENSG00000250101 1 4 4 0 2 0
ENSG00000250102 0 0 0 0 0 0
ENSG00000250103 0 0 0 0 0 0
ENSG00000250105 0 0 0 0 0 0
ENSG00000250106 0 0 0 0 0 0
ENSG00000250107 0 1 0 2 2 1
ENSG00000250111 0 0 0 0 0 0
ENSG00000250114 0 0 0 0 0 0
ENSG00000250115 1 1 2 0 0 0
ENSG00000250116 0 0 0 0 0 1
ENSG00000250118 0 0 0 1 0 0
ENSG00000250120 4 5 8 2 2 1
ENSG00000250122 0 0 0 0 0 1
ENSG00000250124 0 0 0 0 0 0
ENSG00000250125 0 0 0 1 0 0
ENSG00000250126 3 3 1 1 0 0
ENSG00000250127 0 0 0 0 0 0
ENSG00000250129 9 6 5 3 3 9
ENSG00000250130 6 8 2 3 5 11
ENSG00000250131 4 7 0 2 3 1
ENSG00000250132 130 114 116 75 122 94
ENSG00000250133 51 61 31 94 218 204
ENSG00000250135 0 0 0 0 0 0
ENSG00000250137 0 0 0 0 0 0
ENSG00000250138 0 0 0 0 0 0
ENSG00000250140 0 0 0 0 0 0
ENSG00000250141 0 0 0 0 0 0
ENSG00000250144 23 32 16 16 10 10
ENSG00000250145 0 0 0 0 0 0
ENSG00000250147 0 0 0 0 0 0
ENSG00000250148 0 0 0 0 0 0
ENSG00000250149 0 0 0 0 0 0
ENSG00000250150 0 0 0 0 0 0
ENSG00000250151 0 0 0 0 0 0
ENSG00000250155 1 0 0 0 0 3
ENSG00000250156 0 0 0 0 0 0
ENSG00000250158 0 0 0 0 0 0
ENSG00000250159 21 27 18 15 21 5
ENSG00000250161 0 0 0 0 0 0
ENSG00000250162 0 0 0 0 1 1
ENSG00000250164 0 0 0 0 0 0
ENSG00000250166 0 0 0 0 0 0
ENSG00000250167 0 0 0 0 0 0
ENSG00000250169 0 0 0 0 0 0
ENSG00000250170 0 0 0 0 0 0
ENSG00000250173 0 0 0 0 0 0
ENSG00000250174 1 0 0 0 0 0
ENSG00000250180 0 0 0 0 0 0
ENSG00000250182 136 168 132 106 114 117
ENSG00000250183 0 0 0 0 0 0
ENSG00000250185 0 0 0 0 0 0
ENSG00000250186 12 0 0 0 3 1
ENSG00000250189 0 0 0 0 0 0
ENSG00000250190 0 0 0 0 0 0
ENSG00000250191 0 0 0 0 0 0
ENSG00000250192 0 0 0 1 1 0
ENSG00000250193 0 0 0 0 0 0
ENSG00000250194 0 0 1 0 0 1
ENSG00000250195 0 0 0 0 0 0
ENSG00000250197 0 0 0 0 0 0
ENSG00000250198 0 0 0 0 0 0
ENSG00000250200 0 0 0 0 0 0
ENSG00000250202 0 0 0 0 0 0
ENSG00000250204 0 0 0 0 0 0
ENSG00000250205 0 0 0 0 0 0
ENSG00000250207 0 0 0 0 0 0
ENSG00000250208 0 0 0 0 0 0
ENSG00000250210 0 0 0 0 0 0
ENSG00000250213 0 0 0 0 0 0
ENSG00000250214 0 0 0 0 0 0
ENSG00000250215 6 1 9 9 4 25
ENSG00000250218 0 0 0 0 0 0
ENSG00000250219 0 0 0 0 0 0
ENSG00000250220 3 9 9 8 5 1
ENSG00000250221 0 0 0 0 0 0
ENSG00000250222 21 18 17 6 10 5
ENSG00000250223 0 0 0 0 0 0
ENSG00000250227 0 0 0 0 0 0
ENSG00000250229 0 0 0 0 0 0
ENSG00000250230 0 0 0 0 0 3
ENSG00000250231 0 0 0 0 0 0
ENSG00000250234 3 0 3 5 1 4
ENSG00000250237 0 0 0 0 0 0
ENSG00000250238 0 0 0 0 0 0
ENSG00000250240 10 8 5 1 14 4
ENSG00000250241 0 0 1 0 0 0
ENSG00000250242 0 0 0 0 0 0
ENSG00000250243 0 0 0 0 0 0
ENSG00000250244 0 0 0 0 0 0
ENSG00000250247 0 0 0 0 0 0
ENSG00000250249 0 0 0 0 0 0
ENSG00000250250 0 0 0 0 0 0
ENSG00000250251 295 277 198 195 253 203
ENSG00000250252 0 0 0 0 0 0
ENSG00000250253 0 0 0 0 0 0
ENSG00000250254 1 1 0 1 0 1
ENSG00000250256 0 0 0 0 0 0
ENSG00000250257 0 0 0 0 0 0
ENSG00000250258 0 0 0 0 0 0
ENSG00000250259 0 0 0 0 0 0
ENSG00000250260 0 0 0 0 0 0
ENSG00000250261 2 0 0 0 0 0
ENSG00000250263 0 1 0 0 2 0
ENSG00000250264 0 0 0 0 0 0
ENSG00000250266 0 0 0 0 0 0
ENSG00000250267 0 0 0 0 0 0
ENSG00000250268 0 0 0 0 0 0
ENSG00000250271 0 0 0 1 1 0
ENSG00000250272 0 0 0 0 0 0
ENSG00000250273 0 0 1 1 0 1
ENSG00000250274 0 0 0 0 0 0
ENSG00000250277 0 0 0 0 0 0
ENSG00000250280 0 0 1 1 0 0
ENSG00000250282 0 0 0 0 0 0
ENSG00000250284 11 12 20 3 31 14
ENSG00000250286 3 3 2 1 2 1
ENSG00000250289 0 0 0 0 0 0
ENSG00000250290 0 0 0 0 0 0
ENSG00000250292 0 0 0 0 0 0
ENSG00000250293 0 0 0 0 0 0
ENSG00000250295 0 0 0 0 0 0
ENSG00000250296 0 0 0 0 0 0
ENSG00000250298 0 0 0 0 0 0
ENSG00000250299 8 14 11 11 8 11
ENSG00000250300 0 0 0 0 0 0
ENSG00000250302 1 0 0 0 0 0
ENSG00000250303 152 137 111 47 81 94
ENSG00000250304 0 0 0 0 0 0
ENSG00000250305 546 574 533 201 645 520
ENSG00000250306 0 0 0 0 0 0
ENSG00000250307 0 0 0 0 0 0
ENSG00000250308 0 0 0 0 0 0
ENSG00000250309 0 0 0 0 0 0
ENSG00000250310 0 0 0 0 0 0
ENSG00000250312 186 186 165 168 201 158
ENSG00000250313 0 0 0 0 0 0
ENSG00000250315 0 0 0 0 0 0
ENSG00000250316 0 0 0 0 0 0
ENSG00000250317 671 722 584 487 634 539
ENSG00000250318 13 25 4 8 11 12
ENSG00000250319 0 0 0 0 0 0
ENSG00000250320 0 0 0 0 0 0
ENSG00000250321 150 155 140 73 73 123
ENSG00000250322 0 0 0 0 0 0
ENSG00000250324 0 0 0 0 0 0
ENSG00000250325 2 0 0 0 1 0
ENSG00000250326 2 0 1 0 5 1
ENSG00000250327 1 1 3 2 1 3
ENSG00000250328 0 1 0 0 0 0
ENSG00000250329 0 0 0 0 0 0
ENSG00000250330 0 0 0 0 0 0
ENSG00000250331 4 1 6 1 1 1
ENSG00000250332 2 1 0 5 2 3
ENSG00000250333 0 0 0 0 0 0
ENSG00000250334 0 0 0 0 0 0
ENSG00000250337 24 16 10 6 34 26
ENSG00000250338 0 0 0 0 0 0
ENSG00000250339 0 0 0 0 0 0
ENSG00000250340 0 0 0 0 0 0
ENSG00000250341 0 2 0 0 0 0
ENSG00000250342 7 3 2 1 5 6
ENSG00000250343 0 0 0 0 0 0
ENSG00000250344 0 0 0 0 0 0
ENSG00000250345 0 0 0 0 0 0
ENSG00000250346 0 0 0 1 0 0
ENSG00000250347 0 0 0 0 0 0
ENSG00000250348 0 0 0 0 0 0
ENSG00000250349 0 0 0 0 0 0
ENSG00000250350 0 0 0 0 0 0
ENSG00000250351 0 0 0 0 0 0
ENSG00000250354 0 0 0 0 0 0
ENSG00000250356 0 0 0 0 0 0
ENSG00000250357 0 0 0 0 0 0
ENSG00000250358 0 0 0 0 0 0
ENSG00000250359 0 0 0 0 0 0
ENSG00000250360 0 0 0 0 0 0
ENSG00000250361 0 0 0 0 0 0
ENSG00000250362 1 1 0 2 0 4
ENSG00000250363 0 0 0 0 0 0
ENSG00000250365 4 1 2 6 1 2
ENSG00000250366 0 0 0 0 0 0
ENSG00000250371 0 0 0 0 0 0
ENSG00000250372 0 0 0 0 0 0
ENSG00000250374 0 0 0 0 0 0
ENSG00000250375 0 0 0 0 0 0
ENSG00000250376 0 0 0 0 0 0
ENSG00000250377 0 0 0 0 0 0
ENSG00000250378 4 4 0 0 2 0
ENSG00000250379 0 0 0 0 0 0
ENSG00000250381 0 0 0 0 0 0
ENSG00000250383 0 0 0 0 0 0
ENSG00000250384 0 0 0 0 0 0
ENSG00000250385 0 0 0 0 0 0
ENSG00000250386 0 0 0 0 0 0
ENSG00000250387 0 0 0 0 0 0
ENSG00000250389 0 0 0 0 0 0
ENSG00000250390 0 0 0 0 0 0
ENSG00000250391 3 1 0 3 2 1
ENSG00000250392 0 0 0 0 0 0
ENSG00000250393 0 0 0 0 0 0
ENSG00000250397 8 2 4 1 2 0
ENSG00000250398 0 0 0 0 0 0
ENSG00000250400 0 0 1 0 0 0
ENSG00000250402 0 0 0 0 0 0
ENSG00000250403 0 0 0 2 1 1
